text,tweet_ids,sentiment1
"So I went to our local comelec yesterday for voter's registration. Ang daming tao tapos ang init pa sa building pero syempre tyinaga ko na. Suddenly, nagkaron ng sigawan do'n kasi may couple na sumingit and di pumila sa unang step (which is dapat pumila) tas may ate na gigil+",['1435158660448079880'],1
Tangina kinakabahan ako sa election next year. Wag naman sana manalo si Pacquiao please lang. 👎🏻👎🏻🙅🏻🙅🏻🙅🏻🙅🏻🙅🏻,['1439526302365601797'],1
"@ItosPaz @lenirobredo Bakit ka bobotob sa lesser evil kung pde naman dun sa walang evil…. Winnability? Leni started with 1% in 2015. Survey leaders before election ended up as losers — ask Binay, ask Chiz Escudero",['1440488110253432837'],1
"Ipakita natin na tayo na mga ordinaryong Pilipino ang magiging lakas at sandata sa magiging kampanya na kahaharapin ni VP Leni.Nasa oposisyon tayo,wala tayong kakamping mga LGUs kagaya noong 2016 election.Ibang-iba ngayon.Hindi pwedeng puro tayo laway at salita. #LetLeniLead2022",['1441427406540005379'],0
haha i saw the post of Senator Manny Pacquiao na tatakbo raw siyang President sa election HAHAHAHAHAHAHAHAHAH clowning ba yarn? no hate ha pero boboto ba ko sa taong homophobic? nah no aniyoooooo!!!,['1440152425382367234'],1
"Pinabilib ni Vilma Santos para sa pagtakbong Pangulo ni Yorme Isko para sa Eleksyon 2022 at excited po kami ang Bagong Bihis Pilipinas at kayang kaya para sa Pilipino. Pilipinas God First ngayon na para sa bayan!

https://t.co/zt8x6mz4fB",['1440686811878019086'],0
@guingonabart Ang saya-saya talaga sa Pilipinas kapag Presidential Election!🙄😂🥴,['1440693644122488845'],1
@rapplerdotcom After ng eleksyon itong c isko s buladas ng bungabunga madaming mabobola at kikita nanaman  after election,['1441260544091033606'],1
Nanginginig na ba kayo sa views ni BBM? AMININ NIYO NA DI MANANALO SI #Letlenilead SA NEXT ELECTION. ITIGIL NA ANG PANGARAP NIYO HAHAHA https://t.co/Eju1IemBip,['1438880714951323650'],1
@MamaHopia Di marunong ito. Kung gusto niya manalo sa eleksyon at kung kakandidato man siya. Wag niya siraan at maaring iboto pa siya. Kaso nauna ang paninira. Kaya lahat ng pro Marcos galit sa kanya.,['1440250792212979713'],1
@rapplerdotcom Bakit tahimik Kayu sa lame Pathetic move ni Madumb Leni thru tiktok with the election looming https://t.co/ucTqwrPBvK,['1437765852279951366'],1
"Hindi lang ito trend dahil tama naman ay karapatdapat na maging susunod na pangulo ng ating bansa  si VP Leni ay handa na at lalaban sana po ay tumakbo po kayo sa susunod na Halalan kayo na lang po ang aming pag-asa!
#LabanLeni2022 https://t.co/GsmoJID738",['1440616083237392385'],0
"pero nung kasagsagan ng hearing di man lang nagsalita. ngayong malapit na election, bigla naman bumaliktad kay duterte. parehas na parehas kay pacquiao na bobo 🐟🐟 https://t.co/ogdIOSdL4F",['1440747465049665541'],1
@MistPersie @maytoyotayo @MoonCak46922376 @maria47215 @PackandCarryAll @lino_iam @DDSBBM @leribay @WongLi2515 @jesselle_anne @DudeSabarita @BalDugho @Aczent1 @lav2heart14 @Jjcruz2 @bhevzkyren @GreaterGutz @dude_DaS @BuangSonny @marcus5251962 @LoVe_MeOw_24 @AhhmBatmaan @AhmmBatmann @Aberasturi2 @Edelwei8 @ALLCAPSLERKEY @danwaytoofar @klienfloyd @chadachada17 @GrowlHarhar @Hammerpa2Yumyan @rocker_fraggle @Nakedninja4 @DodoyPanes @AlbacBaggy @NileSneel @Agapitosaizotso @JaxsonCrow @M19Manny @dimple032047 @028miss_M @HhlomiY @YesYesYo13 @JUVY2004 @JunSandoval5 @aikonriche @2021_raine @LiberalHunter10 @TheNorth_BBM @kdumayhag LPigs the stupid political party ever created in the Philippines...Kung hindi pa mga estupido nanalo sana sa senatorial election sa 2019...kaso puro bobo kaya lumangoy lahat sa INIDORO...,['1440597807711223809'],1
"Nanawagan si Vice President Leni Robredo sa Commission on Elections (Comelec) na palawigin ng isa pang buwan ang registration ng mga botante para sa Halalan 2022.
https://t.co/eW5fV6uLkd
#NewsKoNews 
@lenirobredo https://t.co/SQCdZV0OB4",['1439688245479096320'],2
"Bagamat nauunawaan ni VP Leni Robredo na may deadline din ang preparasyon sa automated elections, nanawagan siya sa COMELEC na kung maaari ay palawigin pa ng isang buwan ang voter registration upang makahabol ang hindi pa rehistrado. 

#TheChronicle #YourNewsNOW #MagparehistroKa https://t.co/q4rUdoHZbt",['1439773434171432960'],2
"Nanaginip ako election na, tas ang nasa listahan ng presidential candidates, si Leni, Isko, BBM, tas may 3 pa. Tas chineck ko kung sino nanalo, si Leni raw. Basta ang laki raw ng lamang niya tas ang sumunod si isko tas pang 3rd si bbm hahahah putek sana magkatotoo!!!",['1441518451864965129'],0
Nakakahilo balita. Bigla na lang may tatakbo sa election. Yung iba napaka random pa =)),['1440277688929845252'],1
"@Marco34110171 At bat napunta sa eleksyon? Lol
Shes is the VP just like for DUTERTE kahit nakailan #OustDuterte na ,  he is STILL the president.. 

Sayo na nanggaling she won(as if) so bat umuusok dahil sa alang kwentang interview ni BBM(🟡)",['1437395917846450179'],1
nanalo siya last senatorial election this only means he have a chance to win on this upcoming presidential election. pls lang wag niyo nang pansinin si pacquiao putangina,['1439929435226918921'],0
@kikorustia Nakakalungot lang maraming galit sa ganito maraming galit sa Duterte maraming galit sa gobyerno pero tignan natin sa eleksyon SILA PANALO,['1439093417271709702'],1
"@rsrindo Alam naman natin nuon pa na may ambition sila lalo na si Isko. Di yan papayag na vp sya, talagang gumawa ng mga bahay sa mahihirap ito ang ginamit na election propaganda nya, at nakakatakot ang ganyan. I know PaQ may ambition din, Lacson is 1 of them. Pakawala sila lahat ni dutz",['1440916446859517955'],1
"Ang saya lang kase. Tignan niyo nangyare sa US. Kahit pornstar pinopromote yung ""Register to Vote"" edi ang saya nila nung lumabas result ng election.",['1438444568014245888'],0
Naka register na ba ang lahat para sa darating na eleksyon? Mag register na para wag nating iboto si Pacquiao pagka presidente nakakaloka na! https://t.co/VGTR0zNudv,['1439581897676320775'],1
"last na muna

nakakaiyak na associated si Leni kay Pacquiao this election",['1439077810228785155'],1
"Sobrang takot ng iba makatapat sa eleksyon Si  Leni Robredo, di pa nga nag a-announce na tatakbo sya, kaliwat kanan na yung paninira.",['1443468600036134912'],1
@crezyayfurki_03 @ABSCBNNews Dapat sana kaso masyadong nag ambisyon c isko aga pa sana next election na lng,['1440634402472484865'],1
"baka ngayon ka lang galit, baka pag dating ng eleksyon 500 ka lang HAHAHHAHAHHAHAHAHAHHAHHA",['1443028952809836548'],1
"Robredo camp mum on Eleksyon 2022 plans even after Isko, Pacquiao bared presidential bids https://t.co/PTqBOY7xeT https://t.co/VqJPmeVpZO",['1440587014143811593'],2
"inis pa rin ako dun sa babaeng napanuod ko sa news nung senatorial election na tinanong kung bakit binoto si ""budots""... kasi daw gwapo... so nakatulong ba sayo ate ghorl ang kagwapuhan ng binoto mo??? sarap mong hampasin sa lungs... https://t.co/2CkDmuW4EY",['1435093433094270981'],1
Ang taas ng respeto ko sa'yo noon. Buti na lang pala inilampaso ka ni VP Leni Robredo last 2016 election. Playing safe sa mga isyu. Kadiri! 🤮 https://t.co/9ALRybpeEV,['1439201084115804161'],1
"@changINAM0 okayy so uhm.. mas nakaka inis yung part na di sila marunong sumunod sa rules. Kahit sana sigurado sila, sumunod sana sila sa election rules. Kanina may L4cson - S0tto na sa TV. And yes, pabebe tactics ulit si piduts kala mo naman talaga gagana. https://t.co/6h44Ig5txI",['1435480695745302529'],1
sana manalo si chel diokno at si mami leni robredo dis upcoming election pls lng mas matino naman cla kesa sa ibang tatakbo jan mga magnanakaw na ang kakapal ng mukha naq qiqil nyoq ha,['1441652674806513668'],0
isko na kamukha ng rehimen na pumupusturang oposisyon dahil nalalapit na ang eleksyon @IskoMoreno,['1440224235977252865'],1
Comelec orders PDP-Laban Pacquiao wing to answer 'illegitimate' tag in Cusi petition https://t.co/b6mYxAF4xS,['1440969184826044420'],2
sana sumaya kayo sa pinaggagawa niyo kaninang eleksyon ng class officers,['1441249779300782085'],1
"@sumshine013 Thank you Atty Sum! From the time Toni interviewed Atty Chel up to VP Leni, medyo duda na talaga ako sa kanya. And I was right, she just bait the netizens to subscribe on her vlog! Malapit na kasi election. Kakaiba ka talaga Toni! DDS fan na BBM apologist pa. 🥴",['1437806360075243521'],1
@DudeSabarita @Aczent1 @Aberasturi2 @maytoyotayo @BuangSonny @LoVe_MeOw_24 @AhhmBatmaan @AhmmBatmann @ALLCAPSLERKEY @danwaytoofar @PackandCarryAll @klienfloyd @chadachada17 @lav2heart14 @WongLi2515 @GrowlHarhar @Hammerpa2Yumyan @lino_iam @DDSBBM @rocker_fraggle @Nakedninja4 @DodoyPanes @maria47215 @MistPersie @AlbacBaggy @BalDugho @NileSneel @Agapitosaizotso @JaxsonCrow @M19Manny @dimple032047 @028miss_M @HhlomiY @YesYesYo13 @JUVY2004 @bhevzkyren @JunSandoval5 @aikonriche @2021_raine @LiberalHunter10 @TheNorth_BBM @kdumayhag @DAN_FLAME @Jas4uuuu @BCT14Avenger @virmaxi @Worn0utMetaphor @DragonF38402535 @lenirobredo @DickGordonDG Alergy sila mga Intsik samantalang ang mga Padrino nila Tuwing Election mga intsik. Ika nga ni Pangulo Akala ko mag Pa pasok tayo ng Mga Investor sa Bansa . Huli parin ang mga Amaw na nmumulitika sila. In The Aid of Election . Pwes! Huwag talaga silamg iboto.,['1437780507346055179'],1
"@MamaHopia kawawa si vp leni kung hanggang laylayan lang siya ng survey. laglag na talaga sya.

nung midterm election, lp did not bother to complete the senatorial lineup. pano kung this time wala palang prez and vp candidates ang lp at makipag alyansa na lang. 🤣",['1440554650395025408'],1
"Sen. Manny Pacquiao, tinanggap na ang nominasyon ng PDP-Laban bilang presidential candidate ng partido para sa darating na eleksyon.

Para sa iba pang detalye bisitahin ang https://t.co/mw6URG9t2C

#NET25 #Halalan2022 https://t.co/ozUXbn9GGf https://t.co/aVtiLV4RdO",['1439554446548250627'],2
"@ARRU_pio @mcingua @cnnphilippines Tamaaa. Nakakapagtaka na iisa machine alangan tama reading for president, tapos iba reading for VP? Kung fake election returns in favor of Leni, fake din cguro yung sa President. Uulit-ukitin ko, iisa machine.",['1440280202223886339'],1
"PACQUIAO TO RUN FOR PRESIDENT IN THE 2022 ELECTIONS

Pormal nang tinanggap ni Sen. Manny Pacquiao ang nominasyon sa kanya ng PDP-Laban faction bilang kanilang presidential candidate sa 2022 national elections.

BASAHIN: https://t.co/PCFhhxJ0vp https://t.co/752OVVl4bx",['1439523718057709569'],2
@dTnalakRiderSR @Edelwei8 Mayroon na pala! https://t.co/gapvNp38bl,['1440495974590287872'],2
"Isipin niyo na lang kung si Pacquiao manalo, never na magkakaconcert SKZ sa Pinas. Anti-LGBTQ si Pacquiao eh.

Please register for the election and DO NOT VOTE FOR HIM.",['1439532874152087553'],1
@SenImeeMarcos @YesYesYo13 @COMELEC Bumigay ba ang @COMELEC dahil sa takot ma hostage ang kanilang budget?,['1442683383981621250'],1
@andy_crush di ba. kung ano ano na lng maitawag kpg nai-extend  walang maayos na plano kase. nakaka inis lng. i just hope hindi maging rason yan pra hindi matuloy ang Halalan sa 2022.,['1435231072808144904'],1
"*IF* VP Leni won't run, tatakbo pa rin si Sen. Trillanes. Walang magiging unity between the true opposition and the ""opposition by election."" Mahahati pa rin ang boto. Takbo na ma'am, dadagdagan pa natin mga boto mo. #LabanLeni2022",['1441605632717582339'],0
tawa tawa kayo dyan rehistrado na ba kayo https://t.co/mqzqI7AHgC,['1433048970595426306'],1
@Oraki88224091 Basta ako alam ko natalo ni leni si bbm sa election. So mas madami talaga supporter si leni. Fact! 3 tyms pa pinarecount ni bbm yan :),['1437392399064391681'],0
@manilabulletin Ping lacson ang presidente ko sa election 2022,['1440937726958735360'],0
"@oslecjunior mixed feelings
shock, denial, lungkot, panghihinayang, galit...
parang nung nadaya ang 
otso derecho last election!!!",['1441021491689181187'],1
@MiguelitoDCB @fair_see @HarveyKeh Bobo k pla s computer tech noh. Pwedo mprogram yn mga pangalan s smartmatic. Ky leni mo nkprogram nbefore election pa,['1441348126804086784'],1
"Lungkot sa Pinas no! Imbis na yung gagastusin nila sa eleksyon eh pang tulong na lang nila sa mga taong sobrang nangangailangan.
Gutom na gutom sa kapangyarihan eh!",['1438484852949409793'],1
@inquirerdotnet kaya nga meron election di ba...bakit takot na takot ang iba na mag run sya? kung ayaw ng mas nakakadaming tao sa knya tlaga di mananalo yan as simple as that...,['1442532262227152896'],1
• Handa si Vice President Leni Robredo na kalabanin ang pambato ng administrasyon sa Halalan 2022 kung siya umano ang ieendorsong presidential candidate ng nagkaisang oposisyon. https://t.co/y3npWppI0R,['1439746893840408578'],2
Medj nastress ako sa mga kaklase ko bigla biglang nage-eng pagnanalo sa election AHAHAHAHA,['1434445275880329217'],1
"@AbanteNews @iampinglacson @sotto_tito Undeniable ang mga nagawa, kaya sainyo kami Lacson And Sotto Tandem for 2022 Election.",['1438000072982089728'],0
"@Fight4RightTeam @TheUpenYadav @ashokgehlot51 @DrSatishPoonia @VasundharaBJP @hanumanbeniwal Kisi kaam ka na h ,isko to bss next election m ticket chahiye ,isliye ye khel rha h",['1438009507272028160'],2
@kaylaenrile kami nga walang election gulat nalang kami may officers na kami💀,['1438086929568829441'],1
@PrincessFrance Kanya kanyang trip..si Leni naman malayo pa election nag iingay na 😁,['1439037746484428803'],1
Payag npo ba kyo na tmakbo na si isko sa pgkpresidente ng pilipinas sa 2022 election?,['1440410835038269449'],2
Go lang Madam President Leni Robredo kailangan na natin ang laban para sa tatakbo ng halalan 2022 🇵🇭🇵🇭🇵🇭🇵🇭 https://t.co/4bdrkKu67d,['1438814514380562438'],0
"pipila ka ng 4am para lang pa uwiin ng 11am kasi cut off na.

Ni lilimit ba yung dami ng tao dahil sa covid guidelines o takot lang talaga kayo sa dami ng kabataan na gustong maka boto para sa susunod na eleksyon?",['1439789436200538116'],1
"Nasa punto na ako na kung kaya kong sumundo ng lahat ng hindi pa registered voters, gagawin ko para ihatid sila sa COMELEC offices/satellites. Gigil yarn? 😅 Kung eligible, sana mabigyan natin ng oras ang pagpaparehistro. Ingat tayong lahat lagi!

@SB19Official #SB19 https://t.co/pfZz12Z4r7",['1442496745758355458'],0
"Tang ina ano, mga pro Duterte umatras nitong nalalapit na ang Eleksyon. Isko at Pacman ay hindi Oposisyon, tanging si Leni lang. 

Tila 'pag tumakbo si Marcos, siya lang ang natatanging kalaban. At oposisyon si Leni, Isko at Pacman. 

ITO BA TALAGA ANG LARO!?",['1441390840451010567'],1
"@maltiq perfect timing para sa kanilang political circus  ang investigation in aid of election, kita mo naman kung panu makangawngaw yung gordon, lacson, pangilinan, hontivirus, villanueva at yung patabaing bulugan mula iloilo...kaya hindi titigil mga yan hanggat gusto nila. trash trapos",['1437952918917812226'],1
Suportahan natin ang tambalang isko at doc willie sa election 2022 https://t.co/eRSMaFcbiO,['1440595731564294152'],0
"Nakipagdayalogo na ang mga kinatawan ng 1Sambayan kina Manila Mayor Isko Moreno at VP Leni Robredo sa layuning  pag-isahin ang oposisyon sa paparating na Eleksyon 2022.  Nakahanda rin umano si Sen. Pacquiao na makipag-dialogue. 

#TheChronicle #YourNewsNow https://t.co/ED1psQOa4U",['1439875568195887106'],2
"@ABSCBNNews CALLING COMELEC
.
DALASAN NYO SANA ANG PRESIDENTIAL DEBATE
.
BAWAL MAGSAMA NG COACH 
.
ANO BONG GO AT PACQUIAO
.
GAME NA BA KAYO?",['1439587270063910914'],1
"Ginawang competition ang viewers at likes sa Youtube Channel na ni Toni Gonzaga between the two politicians Bongbong Marcos at Leni Robredo. 

Ang agap ng pamomolitika niyo ha, tentative pa yan kaya tahimik muna malayo pa eleksyon.",['1438106484684984321'],1
Gusto ko na issuggest na DepEd na lang ang Comelec. Bigla ko lang naaalala na sila nga pala tagabilang sa eleksyon pag wala smartmatic. 😅😅 https://t.co/owEeNwQOKU,['1440662183105286151'],0
"I mean, thanks Dick pero nasan yung ganitong klaseng oppositional statements nung 2016 to 2020 when we were all in dire need of it? Lahat kayo either neutral o suma-side sa oppressor eh. 

cc: Sotto and Lacson

Oh, wait, eleksyon na nga pala kasi. 🙃🤡 https://t.co/GMjefn4C8D",['1438866569581367298'],1
"Me: Tiyo Boy, trending si Pacquiao kasi tatakbo raw sya for president this election, nakita ko post ng rappler two hrs ago

My Tiyo: Yayyyyy

at that moment i regretted na hindi ko na video reaction ng tiyo ko...basta natawa lang din ako😂😂😂",['1439550816617074694'],0
Campaign period na ba? Bakit nagkalat na yung mga tarpaulins ni Sen. Ping Lacson at Sen. Tito Sotto? @COMELEC @rowena_guanzon,['1440244463805210624'],1
"VIDEO: Manila Mayor Isko Moreno tatakbo sa pagkaPangulo sa Eleksyon 2022; Doc Willie Ong, running mate niya https://t.co/XMqbk4lz9q https://t.co/FcLYRmu3SI",['1440687476096442383'],2
"Nilalamig ka ba ngayon? pero pagod at galit na sa nangyayari sa administrasyon. Pumunta na sa comelec na malapit sa inyong lugar. Paiinitin ang galit. Magparehistro at bumoto sa darating na halalan. 

22 days na lang ang huling araw ng voter's registration. Magparehistro na! https://t.co/Mpx2mHb92m",['1435456779307995148'],0
"BREAKING: Isko Moreno to run for president in 2022
(eleksyon na talaga!!!!) https://t.co/6MqgOb2jxs",['1440267335135207429'],2
"@TrianDelaTorre Pano nagkaraoon ng mga ganyan bigla bigla?!? Anti mask and anti vaxxers group didn’t exist until now in PH. It’s worth noting that only a few are covid deniers in this country and sobrang biglaan na dumami sila, and kung kelan papalapit pa ang eleksyon.",['1439589609868984320'],1
With all due respect none of this two is qualified or fit to lookafter the filipino!Isko is well known DU30s man as well as Paquiao.Question bakit lang ngayon nagiingay si Isko at Paquiao against DU30?kasi election! https://t.co/H4hUwHYkMu,['1439143238544371718'],1
"yung ang tagal mo pumila para magparehistro sa comelec, ang aga mo pa gumising, tas ang boboto mo lang si manny pacquiao 😂😂😂",['1441379655924125706'],1
@alwaysbelindam Mas lalong nakakainspire mag-aral kapag naaalala mong baka si Pacquiao ang manalo sa eleksyon. Yung tipong gusot mo nalang lumayas ng bansa,['1437646821539516419'],1
"Di natin masisisi yung mga tao na umasa na baka pag si Leni ang naging presidente may magbago sa klase ng paggogobyerno sa bansa. Pero kung paano hihigit ang unawa nila sa eleksyon, at makikita na sistema ang dapat baguhin, tungkulin nating ipaliwanag yun.",['1441595453951254529'],0
"Ang hirap magalit ngayon pandemic, kasi yung receiving end ng galit eh walang pakialam, sutil, at nanadya. Tuloy, wala tayong choice kundi magtimpi hanggang halalan. At yun ang masakit. Nakakagigil. Nakakapangyamot.",['1436152453032919062'],1
"Hindi ako bakla mars John, pero kaisa nyo ako sa laban nyong ibasura si Fuckyaw @MannyPacquiao  sa eleksyon. Isama nyo na rin sina Isko, Leni, Dick Lacson at Sotto - they are disrespectful sa inyong laban. Okay, Mars, ingat at pass muna kayo sa ""exercise"" while may Covid-19 pa. https://t.co/Rq5HX2XNjh",['1440114685005623296'],1
Hindi mananalo si Pacquiao sa presidential 2022 election cutie 👉🏻👈🏻,['1440196063474839552'],1
Wrong si tanga hahaha sayang ka Isko dat nag re election ka muna https://t.co/ESguKxlJUA,['1440273405949853708'],1
"TINGNAN: Samahan ng mga negosyante, nagtipon-tipon sa Bonifacio Shrine para himukin si Manila Mayor Isko Moreno na tumakbo sa pagka-presidente sa Eleksyon 2022. @dzbb https://t.co/5C3jQSRzJG",['1438689199243153412'],2
"@rapplerdotcom Pimentel: Malaki ang posibilidad na mananalo tayo sa darating na halalan. Ang tunay na PDP-Laban ang magpapatakbo ng ating gobyerno.

PDP-Laban is expected to officially nominate Pacquiao as its standard bearer",['1439485178892541956'],2
"Pero please lang po if kung si Pacquiao ang inyong bobotohin bilang presidente, huwag na po kayo mag abala na pumunta sa Comelec please lang po. https://t.co/yOt68WfDr2",['1439609764351131648'],1
So dapat umalis muna sa partido they joined Isko. Yung ang ethical at professional way of doing this. So namamangka sa dalawang ilog? Dyan pa lang questionable na agad ang character nya. 2022 election will definitely highlights the importance of integrity as a candidate. https://t.co/RTjXY6M9aB,['1440629155150761985'],1
@ananipay @imgriny @inquirerdotnet Ey.. panu mo alam.? Inggit ka ba? Sa election iyak nanaman kayo,['1438465576440057866'],1
"@chinitony07 @Jimparedes YEZZZ...SOLID TO! sayang Yorme @VicoSotto medyo kinulang k lang s edad pr vice president, solid  sana tandem nyong dalawa #ISKO_VICO2022. Wala ng eleksyon pag nagkataon, Proklamasyon na agad agad!!! 🤣😂😅",['1440939175750950913'],0
"@mark_mywordsPH @bongbongmarcos Maitanong ko lang, ano ba ambag ni bobong marcos ngayong pandemya? Huwag na pala, yun na lang nagawa n'ya mula nuong pumasok s'ya sa politika na pinakinabangan ng mga mamamayan?

Maliban sa 3x loser sa election protest against VP Leni, may aktibidades ba syang kapaki-pakinabang?",['1441316800285667333'],1
"Idk bakit kinakabahan nd medj takot na rin ako sa 2022 election kasi tangina ang dami bobo na kulang sa knowledge about sa mga tatakbo. After lahat ng nangyari nd kapalpakan, boto pa rin kayo sa mga duterte nd marcos? WTF ??? Baba ng standards niyo tangina",['1441596172238417927'],1
"This is d time when there was NO ELECTION time yet LOL. Now @IskoMoreno is DISRESPECTFUL. Nasobrahan ng Angas wala ng respect sa Senior Citizen. Now we know who this Isko pala. Very gullible too, baka sulsul ni BFF Joma awayin mo si PRRD kasi Election na LoL😂 Uto-uto rin pala👎🏽 https://t.co/gb2JJgKOk5",['1437074573996953614'],1
"Sinabi na ni Toni na wala syang pakialam sa inyo kasi vlog nya yun. Kung feeling nyo pinapabango nya si Sen Marcos, eh hindi nya na kasalanan kung takot kayo matalo manok nyo sa eleksyon. Haha. Bahala kayo sa trip nyo. Yun lang yun.",['1439026279378919426'],1
"Sino ba ang diktador diba ikaw yon FVP Leni? Magaling ka lang manira dahil akala mo yan ang magluluklok sa yo sa pinakamataas na posisyon sa gov't sa darating na halalan...
Sana kasuhan ka ng libel ng mga Marcos sa akusasyon mong yan.
Leni left the earth
#DapaSiLeni
#LetLeniLeave https://t.co/erjjNWXxWm",['1440333710260203535'],1
Desperately convincing my parents to not vote for Pacquiao this coming election. Lalo na sa dad ko na boxing fan.,['1440323469061754891'],1
"VP Leni is so cute😂

It's ok Kuya kung magpahinga😅 
Thank you s lahat s inyo dyan🤗😍👏🏻🙌

Kaysa naman dun sa nasa Malacañang at mga alipores nya n busy pagnanakaw s Bayan kasi nga malapit n ang eleksyon at Yung isa na naghahanap ng trabaho sa UN🤧 https://t.co/y4F6CmzSM6",['1439051586068639748'],0
Ang boplaks talaga ng pag-oorganize ng sattelite registration ng comelec dito. Muntik na mag-riot kasi galit mga tao. Pina-hintay ba naman kami ng limang oras bago sabihing 300 lang yung i-aacommodate. Di rin nagbigay ng number. Yung iba 3am pa ng madaling araw nakapila 😡,['1438682922085613574'],1
@PhilstarNews Puro Laban  pdp  Pacman laban leni laban lacson laban duterte laban . Lahat takbuhin pagkatapos ng election..,['1439554215865683970'],1
"At kung walang tumakbo mula sa LP, we're stuck with Isko. Ang importante ay hindi Duterte at kanyang cronies ang maupo sa pagka-pangulo. Primary goal ang pagpapatalsik sa kanya.

Si Duterte ang narrowest target.

At saka, hanggang diyan lang naman talaga ang kaya ng eleksyon.",['1440646975964151817'],1
If Leni will succeed in framing the election this way nako malaki chance niya tapos maeelbow pa niya ang iba sa naratibo na ito #LabanLeni2022 https://t.co/mM35Cm4rto,['1440567743380537356'],0
"Tinanggap ni Senador Manny Pacquiao ang nominasyon ng PDP-Laban sa kanya bilang kandidato sa pagkapangulo sa Eleksyon 2022.
#MannyPacquiao #PDPLaban #PresidentialCandidate
https://t.co/IMLeQjKg6T",['1439989165290967041'],2
"Hanggang sa deklarasyon ni Senator Manny Pacquiao nang pagtakbo niya sa pagka-presidente sa susunod na eleksyon, nanatiling limitado pa rin ang Instagram comment section ni Jinkee Pacquiao.
https://t.co/Bp9j3kFQID
#TunayNaTabloidista 
#AbanteShowbiz 
@MannyPacquiao",['1440084605936312320'],2
Yung napasabe bigla boss nyo ng “anong nangyare sa eleksyon ngayon”,['1440882300976177153'],2
"@mrlucks @jmschumey Haha tapos yang profile pic mo ganyan? 6yrs ulit sarado yang bias mong network. Pustahan matatapos imbestigasyon ng senado na puro may naaamoy lng sila at walang mapatunayan? Election time, exposure time. Lam nila gaano kabigat kalaban du30 sa botohan kaya todo sira. Bsta iyak ka",['1437977748815814658'],1
"Sir binilinan naman n kita na wag mong sasabihan mga students mo ng ""magparehistro na kau sa comelec at iboto c ganito wag c bbm at ganito ganyan""..kc yang mga students mo bbm yang mga yan..binoycot ka tuloy sa klase mo..nagun magsusumbong ka sa akin 🤦",['1441192004747096064'],1
@rapplerdotcom @piaranada Too early isko. Pinag handaan mo sana yung 2028 na election. Msyado ka na hype sa mga tao. Hilaw pa kumbaga aa manga.,['1440394847047745536'],1
"#HATOLNGBAYAN2022 : Nagdeklara na ng pagtakbo bilang Pangulo ng Pilipinas sa 2022 National Election si Manila Mayor Francisco ISKO Moreno Domagoso.
https://t.co/NlR6DntHkR",['1440602279908810766'],2
I still hope and pray that Leni runs and wins the election. 🙏🏼 Yung 14M votes niya sana lang kung tumakbo siya solid parin and madagdagan pa.,['1440277488144306191'],0
Paano niyo mahihikayat magparehistro ang mga tao? Takot ba kayo sa kalalabasan next election? @BacoorCityGovt https://t.co/cQWG4jdLWU https://t.co/lcGeKuSucG,['1437983343363059714'],1
"@nursedivelcano @MaamSyj I wonder ano survey result ng false asia, eh kahit sa fb na dating kaharian ng mga dds eh tambak na sa galit, kung maaari nga lang election na ngayon daw..",['1436896494196379651'],1
"@COMELEC Magbukas kayo ng registration na sapat Para sa mga tao. 200, talaga ba??? Katawa-tawa nmn",['1436499467688054789'],1
@JamesVelinaLXIX Look wala na magagawa ang Leni Supporters dto at kung tulad nga lng tayo ng sa US na Primary &amp; General Election pede pa but ofc we're not Duopoloy Political Teams at ndi sa lahat ng oras makukuha ang gusto nila at least inamin na ni Ma'am VP that SHE WANTS to be the opp candidate,['1441209021113851911'],1
"Galit ako sa fake news. Mind-conditioning ng mga uto-uto;they will jump on the bandwagon. At may mga trapos na mamimigay ng pera, may mga troll farms at religious endorsements pa. At mas nakakatakot, ma-rig ang election, or yong threat ni doots na to use military if need be.",['1443451394006999043'],1
"@ABSCBNNews isko is gonna give up the race kapag malapit na eleksyon. sabi nga, pera-pera lang yan....",['1441323110913875968'],1
"tangina ni lacson, di na naubusan ng pondo para sa eleksyon. takbo ng takbo sa pagiging presidente lol https://t.co/cbEckCjNZS",['1441227950204932100'],1
"kung di ka pa rin rehistrado para sa susunod na halalan, sayo na ako galit punyeta cah",['1440308431085129744'],1
Same to same din si US President Joe Biden at VP Kamala Harris at dahil si Leni Robredo at Antonio Trillanes maging ganito ang mangyayari yan sa halalan 2022 pag nananalo sila dito Pilipinas #LabanLeni2022 🇵🇭,['1440590620842553349'],2
"@raincyrainy Kasi nandyan ka Para manggulo sa Isip ng Tao at Gobyerno, ang Saya talaga ng eleksyon season sa Pilipinas, lahat ng klase ng clowns gumaganap ng Kani ka ilang papel, Yung patay na binubuhay espirito dahil WalaDawDapatMaiwan, YungKawawangAgilaNadamayNa,YungNagkaubanNaGustoReporma",['1437740048279998468'],1
"Galit na galit sa Pulse Asia pero pag pabor ang resulta puring puri 😂

Polling Numbers are part of the election cycle kahit ibang bansa nagamit nyan. For sure lahat ng kampo nagpapa commission ng survey para maka makapag strategize sa kampanya",['1443128265577664518'],1
